country,iso_code,year,illiteracy_rate,illiterate_total,literate_total
Togo,TGO,2011,40.0,60.0,0
Togo,TGO,2015,36.0,64.0,0
Togo,TGO,2019,33.0,67.0,0
Togo,TGO,2022,27.404114,72.59589,0
Tonga,TON,1996,1.0,99.0,0
Tonga,TON,2006,1.0,99.0,0
Tonga,TON,2011,1.0,99.0,0
Tonga,TON,2016,3.0,97.0,0
Tonga,TON,2019,8.9483795,91.05162,0
Trinidad and Tobago,TTO,1990,3.0,97.0,0
Tunisia,TUN,2004,26.0,74.0,0
Tunisia,TUN,2007,23.0,77.0,0
Tunisia,TUN,2008,22.0,78.0,0
Tunisia,TUN,2010,21.0,79.0,0
Tunisia,TUN,2011,20.0,80.0,0
Tunisia,TUN,2012,20.0,80.0,0
Tunisia,TUN,2014,21.0,79.0,0
Tunisia,TUN,2018,20.524887,79.47511,0
Tunisia,TUN,2019,19.0,81.0,0
Tunisia,TUN,2021,16.317368,83.68263,0
Tunisia,TUN,2023,13.753181,86.24682,0
Turkey,TUR,1990,21.0,79.0,0
Turkey,TUR,2004,13.0,87.0,0
Turkey,TUR,2005,12.0,88.0,0
Turkey,TUR,2006,12.0,88.0,0
Turkey,TUR,2007,11.0,89.0,0
Turkey,TUR,2009,9.0,91.0,0
Turkey,TUR,2010,7.0,93.0,0
Turkey,TUR,2011,6.0,94.0,0
Turkey,TUR,2012,5.0,95.0,0
Turkey,TUR,2013,5.0,95.0,0
Turkey,TUR,2014,5.0,95.0,0
Turkey,TUR,2015,4.0,96.0,0
Turkey,TUR,2016,4.0,96.0,0
Turkey,TUR,2017,4.0,96.0,0
Turkey,TUR,2019,3.0,97.0,0
Turkey,TUR,2021,3.0,97.0,0
Turkmenistan,TKM,1995,1.0,99.0,0
Uganda,UGA,1991,44.0,56.0,0
Uganda,UGA,2002,32.0,68.0,0
Uganda,UGA,2006,29.0,71.0,0
Uganda,UGA,2010,27.0,73.0,0
Uganda,UGA,2012,30.0,70.0,0
Uganda,UGA,2016,30.898682,69.10132,0
Ukraine,UKR,2001,1.0,99.0,0
United Arab Emirates,ARE,2005,10.0,90.0,0
United Arab Emirates,ARE,2019,2.0,98.0,0
United Arab Emirates,ARE,2021,2.0,98.0,0
United Arab Emirates,ARE,2022,2.0,98.0,0
United Arab Emirates,ARE,2023,2.0,98.0,0
Uruguay,URY,1996,3.0,97.0,0
Uruguay,URY,2006,2.0,98.0,0
Uruguay,URY,2007,2.0,98.0,0
Uruguay,URY,2008,2.0,98.0,0
Uruguay,URY,2009,2.0,98.0,0
Uruguay,URY,2010,2.0,98.0,0
Uruguay,URY,2011,2.0,98.0,0
Uruguay,URY,2012,2.0,98.0,0
Uruguay,URY,2013,2.0,98.0,0
Uruguay,URY,2014,2.0,98.0,0
Uruguay,URY,2015,1.0,99.0,0
Uruguay,URY,2016,1.0,99.0,0
Uruguay,URY,2017,1.0,99.0,0
Uruguay,URY,2018,1.0,99.0,0
Uruguay,URY,2019,1.0,99.0,0
Uruguay,URY,2022,1.0,99.0,0
Uzbekistan,UZB,2000,1.0,99.0,0
Uzbekistan,UZB,2013,0.0,100.0,0
Uzbekistan,UZB,2014,0.0,100.0,0
Uzbekistan,UZB,2015,0.0,100.0,0
Uzbekistan,UZB,2016,0.0,100.0,0
Uzbekistan,UZB,2018,0.0,100.0,0
Uzbekistan,UZB,2019,0.0,100.0,0
Uzbekistan,UZB,2021,0.0,100.0,0
Uzbekistan,UZB,2022,0.0,100.0,0
Vanuatu,VUT,1999,26.0,74.0,0
Vanuatu,VUT,2023,12.0396805,87.96032,0
Venezuela,VEN,1990,10.0,90.0,0
Venezuela,VEN,2001,7.0,93.0,0
Venezuela,VEN,2007,5.0,95.0,0
Venezuela,VEN,2009,4.0,96.0,0
Venezuela,VEN,2011,5.0,95.0,0
Venezuela,VEN,2015,3.0,97.0,0
Venezuela,VEN,2016,3.0,97.0,0
Vietnam,VNM,1999,10.0,90.0,0
Vietnam,VNM,2000,10.0,90.0,0
Vietnam,VNM,2009,6.0,94.0,0
Vietnam,VNM,2019,4.0,96.0,0
Vietnam,VNM,2022,4.0,96.0,0
World,OWID_WRL,1990,25.09298,74.90702,0
World,OWID_WRL,1991,24.713493,75.28651,0
World,OWID_WRL,1992,24.30568,75.69432,0
World,OWID_WRL,1993,23.897552,76.10245,0
World,OWID_WRL,1994,23.498528,76.50147,0
World,OWID_WRL,1995,23.08815,76.91185,0
World,OWID_WRL,1996,22.703682,77.29632,0
World,OWID_WRL,1997,20.711563,79.28844,0
World,OWID_WRL,1998,19.531303,80.4687,0
World,OWID_WRL,1999,19.194,80.806,0
World,OWID_WRL,2000,19.020767,80.97923,0
World,OWID_WRL,2001,18.71399,81.28601,0
World,OWID_WRL,2002,18.35981,81.64019,0
World,OWID_WRL,2003,17.885712,82.11429,0
World,OWID_WRL,2004,17.55272,82.44728,0
World,OWID_WRL,2005,17.545242,82.45476,0
World,OWID_WRL,2006,17.574707,82.42529,0
World,OWID_WRL,2007,16.988152,83.01185,0
World,OWID_WRL,2008,16.614449,83.38555,0
World,OWID_WRL,2009,16.391289,83.60871,0
World,OWID_WRL,2010,15.772797,84.2272,0
World,OWID_WRL,2011,15.58918,84.41082,0
World,OWID_WRL,2012,15.398582,84.60142,0
World,OWID_WRL,2013,15.09687,84.90313,0
World,OWID_WRL,2014,14.713577,85.28642,0
World,OWID_WRL,2015,14.321091,85.67891,0
World,OWID_WRL,2016,13.999863,86.00014,0
World,OWID_WRL,2017,13.822968,86.17703,0
World,OWID_WRL,2018,13.562492,86.43751,0
World,OWID_WRL,2019,13.452057,86.54794,0
World,OWID_WRL,2020,13.252518,86.74748,0
World,OWID_WRL,2021,13.072456,86.92754,0
World,OWID_WRL,2022,12.844643,87.15536,0
World,OWID_WRL,2023,12.643967,87.35603,0
Yemen,YEM,1994,63.0,37.0,0
Zambia,ZMB,1990,35.0,65.0,0
Zambia,ZMB,1999,32.0,68.0,0
Zambia,ZMB,2002,31.0,69.0,0
Zambia,ZMB,2010,17.0,83.0,0
Zambia,ZMB,2018,28.867699,71.1323,0
Zimbabwe,ZWE,1992,16.0,84.0,0
Zimbabwe,ZWE,2019,6.7724533,93.22755,0
